id	text	HS	TR	AG
21486	río guadarrama puentes #madrid madrid castilla comunican cauce río guadarrama época romana árabes castellanos felipe ii carlos iii dejaron huella publica gratis anuncio	0	0	0
21487	enhorabuena mujeres madres familia sufrido calladas años acoso hombres inmorales	0	0	0
21488	hacer fb nuevo árabes hijos puta hackearon anterior quiera mandarme solicitud bienvenido va ser feo montón páginas pasaba noches viendo compartiendo buenos vídeos	1	0	1
21489	gustan tías enseñan puta madre colega cállate boca digas chavala caso problema considerar tía vale menos hacer encima crees normal	0	0	0
21490	inmigrante pista coro letra zir través	0	0	0
21492	perra tapate pasas pena vives enseñar culo unico bueno	1	1	1
21494	dice reciben aquarius mira bien dieron gracias guardia civil resultado heridos va echar mano fuerzas seguridad apedreando quemando escupiendo valla ceuta vende verdad	0	0	0
21495	odio da mirar pelis hnos preguntan mirala callate puta madreeeeee exasperan	0	0	0
21496	luego acusaciones acoso violación sexual productor cine diseñadora podría obtener…	0	0	0
21498	si quiere enseñar tetas pues vale voy ver nuevo puta si quiere enseñar cerebro pues puta madre podemos hablar microorganismos funcionamiento moléculas pd culo tetas caen date girl with cerebro eterno	1	1	1
21499	recetas mas gustan	0	0	0
21500	0 magna güero llantas 0	0	0	0
21501	sos tan puta tenes cansada ojo chivo estraviado — cállate anda buscar nemo abajo cama chiva degollada	1	1	1
21502	ahora diáspora venezolana maduro infiltrado malandros cubanos mierda árabes cuanta porquería posibilidades ataques cualquier índole	1	0	1
21503	seguro chica puta serie	1	1	1
21504	zorra puta arrastrada mierda espero algún día mueras mereces cariño dan casi siempre mismos insultos llegan peores momentos daría cualquier cosa saber quién mierda anónimos	1	1	1
21505	cállate gordo hijo puta vos tampoco vas poder siquiera subir helicóptero	0	0	0
21506	0 mañana gus escuchando arabe jajaja manija temprano	0	0	0
21507	invasión continuada subsaharianos cuanto cuesta imagino cantidades astronómicas empleamos pasta hacer vuelvan españoles mundo médicos investigadores demás profesionales	1	0	0
21508	inmigrante alemania mea leyes políticamente correctas perdiendo países aún dan cuenta tipo debe ser deportado contribuye	1	0	1
21509	cállate perra	1	1	1
21510	menos 0rsw creo idealizan suicidio acoso violación dan mensaje embargo serie da sensación pintan super guay ser psicópata	0	0	0
21511	buen tema llamado arabe	0	0	0
21512	enemigos inmigración unión europea líderes europa puesto objetivo frenar flujo migrantes indocumentados conoce mandatarios hecho tema migratorio hecho	0	0	0
21513	podrida cuadernos bolsos jueces corruptos k justificadores seriales cualquier mala maniobra gobierno idiosincrasia sudaca	1	0	1
21514	cómo cita mas incómoda — corría año setecientos diquitidós decíamos diquiti lugar veinte árabes d	0	0	0
21515	norteamericanos indocumentados viven tijuana trabajan san diego	0	0	0
21516	semen difundamos movimiento necesario	0	0	0
21517	tipejo callate puta vez si tan desconteto cobres espańa capullo	0	0	0
21518	pues claro tío triunfador guarra busca fama lamentable	1	1	0
21519	cállate saludaste pedo pedo puta madre	0	0	0
21520	acoso mujer tan solo hombre gusta si hombre gustara acoso	1	0	0
21521	callada hoy verdad acordaba antisistema podemita hijo puta matado persona piensa marquesita vas poner túpanfleto panfleto oficial d podemitas	0	0	0
21522	escuchando tema arabe verdad culo mueve solo	0	0	0
21523	votadoya algún hombre pp aunque esperanza partido vela machismo dales voto #confia	0	0	0
21524	ningún hijo puta menos merecéis	0	0	0
21525	gravedad violación desvirtúa infamia acoso sexual	0	0	0
21526	bonita perra	1	1	1
21527	sinceramente mereces pasar roncha comer mierda chavez pasado igual puta fidel gran maldicion pais ladron resentido fracasado pa sepais	0	0	0
21528	así coño coña	0	0	0
21529	enriquecimiento españa	0	0	0
21530	callate puta hartas escribir estupideces prostituta sistema viejita mierda	1	1	1
21531	perra	1	1	1
21532	santos firma decreto regulará 0 0 venezolanos indocumentados situación colombia via	0	0	0
21533	dije chica rasgos arabes familia papá fangirleando full entiendo	0	0	0
21534	antena 0 saca seguido noticias manteros peleando vídeo terroristas cambrils flujo inmigración querrán dar entender 🤔 #antena0noticias	0	0	0
21536	callate zorra seguro tampoco sabes	1	1	1
21537	callate hijo mil puta anda plaza hacer quilombo raro ahi amiguitos	0	0	0
21538	viste entérate cuáles nuevos dictámenes	0	0	0
21539	si terrorifico cine horror cuál gracia malditas tonterías veo puta comedia	0	0	0
21540	puto sudaca nahuel guzmán insultando pedro caixinha momento portugués dando conferencia post partido veremos si valor suspenderlo dejará siempre haga quiera	1	1	1
21541	final árabes hijos puta botaron perdieron confianza verdadera razón punto matar coñazos dueños maltrato verbal comentarios ofensivos	1	0	1
21542	cumplas 0 denuncio violación acoso	0	0	0
21543	amnistía indocumentados unidos vía	0	0	0
21544	reportaje clases español inmigrantes ofrece junto voluntari red acogida #jerez	0	0	0
21545	peor pelean dos fandoms malo ridículas déjenlas puta vida decían quieran hacer #iheartawards #bestboyband #bts	0	0	0
21546	queria ganeee feede lauritaaa reee mereciaan encima bailaron perfectamente biennnn puta madreeee	0	0	0
21547	pasa mardito puta pq quiero ser puta pq pasó malo cállate	0	0	0
21548	jajaja cállate perra dramática das pena risa	1	1	1
21549	hacer cosas callada boca puta madre	0	0	0
21550	callateeeee si hermosa puta madre amamos	0	0	0
21551	da 0 puta rabia q digan hacer uf cállate dos siglos nen	0	0	0
21552	sabias randy ebright baterista escribió frijolero viaje hacia houston texas hija sufrió discriminación aeropuerto llevo randy componer frijolero	0	0	0
21553	sanidad universal techo comida paguita entiendo cedido soberanía europa nadie dice alarma 0 0 subsaharianos esperan marruecos cruzar españa vía	1	0	1
21554	perra quiera hablar venga diga cara escupo	1	1	1
21555	#seguridad #slp graves integrantes familia tras chocar camioneta tráiler aparatoso accidente periférico deja muerto inmigrante muere caer tren	0	0	0
21556	necesariamente enseñar foto signifique puta creo necesitas familiarizarte concepto defienda quitense puta mentalidad tomarse foto así p	0	0	0
21557	árabes inteligentes creadores civilización brillaron inicios humanidad época islamismo poseyó totalmente pueblo relegó oscurantismo atraso	1	0	0
21558	callate negro orto haces malo mujer re puta madre pario cagon	0	0	0
21559	leído cosas próximo álbum hola cállate puta boca si mínimo respeto idolo	0	0	0
21560	menos si queres provocar pibes cuerpo note queres mostrar tetas puta pario ndeahre	1	1	1
21561	perra ángel manzana peca	1	1	1
21562	odio másssssss jajajaja pues callate puta boca escucha joder jajaja	0	0	0
21563	seguro éste imbécil dando cumplimiento órdenes escoria mayor caribe grandísimo hijo gran p raúl castro	0	0	0
21564	única merecía tatuaje perra debo fiel pudo haber regalado vida vales pena vales vida muñe	0	0	0
21566	cojones pasa gobierno salieron manada acojonan #moromierdas decís mu	1	0	1
21567	mujer verdadera perra sera embriaga sangre derrama pueblo humide argentino	1	1	1
21568	callate quiero cumplir 0 dejame disfrutar año guarra	0	0	0
21569	gracias ⁦ ⁩ bien poniendo finos prensa internacional concreto estadounidense moromierda ilegal tratado matar turista americano cortándole femoral hebilla cinturón ole	1	1	1
21570	#lomásleído migración acuerdo unidad política migratoria secretaría gobernación detención méxico menores migrantes indocumentados vuelto disparar 0	0	0	0
21572	ojalá así tristemente normalmente gracias dios 0 casos mujeres normales +	0	0	0
21573	perra cállate boca continúa desafío	1	1	1
21574	ivar mató sigurd björn quiere hacer honor rag callate puta madre sabes decir cosa	0	0	0
21575	caga tragar quedarme callada cago cae mundo escoria vida justo	0	0	0
21576	novia sevillista puta tonto casa sabes	1	1	1
21577	mereceis 0 division verguenza liga puta depor	0	0	0
21578	enseñan pueblo español amedrentarse frente enemigo enseño hijos saber defenderse mantero presidente gobierno saltador negro valla melilla	1	0	0
21579	tener discapacidad visual impedimento bailar danza árabe paola román indira pereyra iara viñals integran ballet ashaki hafsa junto prof evelyn baigorria demuestran	0	0	0
21580	operado piños caballos tiens ahh déjà reírte enseñar puta piñata	0	0	0
21581	pondría bailar árabe vídeos veo	0	0	0
21582	año pasado teñí rubia ir cdmx indignarme dijeran güera	0	0	0
21583	nadie queja inmigrantes currantes sino vienen vivir sopa boba casi llegan saltando valla #pdv0a	1	0	1
21584	callate hijo puta usted crees cierto fabian hacer mejor amigo imbecil	0	0	0
21585	rompe arabe papichamp ecko	0	0	0
21586	oiga todas victimas acoso violacion consecuencia espiral violencia desatada desviar atención fraude 0 voz ser figura pública usted ahora va represen	0	0	0
21587	whatsapp nueva herramienta polleros	0	0	0
21588	vez niego enseñarle usar ig mamá dice enseñé usar cuchara puta mierda siempre llevabas ojo ibas quedar tuerta jajajajajajaj	0	0	0
21589	conoces niño polla hablo jordi — xd estais tocaisimos quién ver	0	0	0
21590	pendeja espantosa sirvienta provinciana	1	1	1
21591	peor política resentido ctm lastima padre uso condon saliste escoria	0	0	0
21592	new york times the new yorker publicó primera vez acusaciones acoso sexual violación harvey weinstein rose mcgowan gwyneth paltrow ashley judd docenas productor desgracia sido despedido empresa fiscal d	0	0	0
21593	dentro vamos tener malaria negros sudacas africa sudacas áfricaaaaaaaaaaaaaaa	1	0	0
21594	comemela cambio corto	0	0	0
21595	nadie compre entradas hijos gran puta mereceis agua bebeis	0	0	0
21596	serio imbéciles si acoso acabara punta clases pedagógicas bus rojo mundo detesta usar importar hora acosos pasan 0 0 todas partes solo educación cultura acabará semejante c	0	0	0
21597	q ser mal nacido mala gente hp justificar cualquier violencia aún si cabe violentos además inmigrantes indocumentados q vienen apropiarse logros huevos pelear ello país	1	0	1
21600	puta madre maja mierda personaje harto	0	0	0
21601	merecía perra	1	1	1
21602	árabes hdp	1	0	1
21604	aburrido sincero culpa guste polla alguien	0	0	0
21605	yzur mono habla nueva revista literaria cultural dpto español rutgers gracias acogerme nota #güeros ruizpalacios #rutgers #yzur #literaruta #cine — gt	0	0	0
21606	chesee in the trap 🧀 in ho merecia mas hermana in ho perra igual amaba jaja gusto prota viejo feo estúpida prota igual gustaba estilo ost 0 0 pareja amigos mejor principal final kk 0 0	0	0	0
21607	callate puta mal parida perra re culia inconciente callada deberias maldita	1	1	1
21608	perra corazón hielo gusta cariño humano	1	1	1
21609	salió hijo puta jala bola cállate mejor anda decir vega ver cagon mamaguevo rodilla tierra sigue mamando putoo	0	0	0
21610	bien acoso pareja vale ido provocar tener tiempo programa boicot basura salvame vomitivo	0	0	0
21611	traidor hijo puta propia sangre respetaste mereces pasas basura inmunda	0	0	0
21613	señoras artistas drags van ir vestidas animalicos cosas monis enseñar polla chocho decepción fantasías enfermizas pp c’s	0	0	0
21614	vea nadie encima vas cárcel matar sino xenófobo racista pobres musulmonos mierda refugiados guerra narnia curioso ninguno viene famélico bebés usan dar lastima pedir dinero	1	0	1
21615	si puta idea callate si sabes trata discutirlo persona llevo 0 años tocando hardware toca moral gente cree mejor vida leido página ayudando	0	0	0
21618	claro loca coño refiere mental consejos vendo	0	0	0
21620	callate puta putas hablan puta puta puta	1	1	1
21621	ug puta madre meredith merecia vivir amor vida derek christopher shepherd morir 0 años lpm	0	0	0
21623	arabe claveee dio vuelvo locaa encanta	0	0	0
21624	si cierto solo restrego polla cara todas alli blanco jajajjajajjajjaa dievierte	1	0	1
21625	hey nabo polla pequeña cornudo	0	0	0
21626	decirle zorra perra puta mujer tan inquilinato centro bogotá gas	0	0	0
21627	siria invita venezuela país ayudado lucha antiterrorista invertir reconstrucción país árabe	0	0	0
21628	callate perra mona aquí uds respetan siquiera hambre qu pasa pueblo sucia malparia	1	1	1
21629	ori excepción cumple regla hijo puta mas 0	0	0	0
21630	cállate perra jajaja lera aún parto digo partimos	1	1	1
21632	#muyricomuyricopero pues gusta cualquier gata pintada güera #d0nluckyluciano #maffiateam	0	0	0
21633	hoy salido cas rey olvidado cartera casa voy indocumentado duro	0	0	0
21634	gallego pues verdad meto puta comunidad pues metad	0	0	0
21635	callate porfavor enserio digo hijo puta wey mal pario	0	0	0
21636	detienen llano güero bin laden menor cuenta dos carpetas investigación robo • detención efectuó luego reportado molestar transeúntes comunidad	0	0	0
21638	cállate ladrona sigue vendiendo zorra	1	1	1
21639	ay si sos mas perra callate	1	1	1
21640	jajajaja callate perra incada	1	1	1
21641	pinche naco decirle unidos gabacho	0	0	0
21642	callate puta sidosa mierda	1	1	1
21644	asi gusta amor bien rica enseñando tetas ricas perra rica	1	1	0
21645	puta madre coño cállate	0	0	0
21646	tan hipócrita mereces insultos voy sacrificar perra	1	1	1
21647	cena viejos estan justificando violación diciendo minas buscan nefasto puta madre	0	0	0
21648	mereces toda verga puta hermosa festejar año nuevo zorra come semen hermosa	1	1	1
21649	coño indocumentados esperaban dieran helado gratis tomaran foto si andan ilegales puede pasar cualquier lado	1	0	1
21650	calles gran hijo puta	0	0	0
21651	madro bebe milo verdad ve cara pego	0	0	0
21652	#barriopatronato #hoy #descuentos 0 0 además juegos l niñ #ropa d #novias #fiesta #graduación #accesorios #carteras #zapatos #ropainterior #peluquerías #comida #árabe #chilena #japonesa #coreana #peruana #shawarma #transfer #estampadosybordados #veterinarias	0	0	0
21653	toros agredidos mujeres abusadas inmigrantes abandonados viandantes atropellados víctimas ojos demagogos populistas únicamente función utilidad circunstancial atacar alentar secesión	0	0	0
21654	ser verdadero imbécil hacer bromas asunto tan serio acoso callejero encima creerá gracioso pfff	0	0	0
21655	sacado comido coño vida creo maquillaje buen sabor	0	0	0
21656	feminismo lamas justificando cultura violación acoso desatinado lamas representa white feminism incapaz ver allá privilegios gracias despliegue sensatez	0	0	0
21657	enamores chica maldita zorra sabe cuántas enfermedades venereas mejor dale patada concha mándala directo diablo joda	1	1	1
21658	mujer deshonor género yegua puta montonera vida vi semejante autodescripcion si dice x	1	1	1
21659	estúpido creo aquí quedé algún extranjero siquiera papeles regla además chinos árabes cómplices especuladores #0ago	1	0	1
21661	#trabajoshumildes dicen	0	0	0
21662	bonita frase hijo puta verdad luchas igualdad mujeres ah dedicas poner travestidos carroza anda vete cagar	0	0	0
21663	amo hermano única perra fiel	0	0	0
21664	puta mierda muerte hecho glenn merecía mejor sobretodo muerte digna pasa cabeza	0	0	0
21665	wey puta bato mejor callate	1	1	1
21666	perra merecías	1	1	1
21668	ecko vídeo árabe aaaaaa	0	0	0
21669	viernes #bailahoraocallaparasiempre arabe niños 0 0 0 0 hs veni conocernos av medrano 0 caba tel 0 0 contacto com insta bailahora calla siempre #arabe #parachicos #agosto0 #bailahora #clases #baila #danza	0	0	0
21672	enseñaron modales antifujimorista perra mermelera foro sao paulodebretch ofendiendo millones votantes	1	1	1
21673	alardeáis defender cuerpo mujeres quieran ser defendidas ahí si fronteras españa mujer defendeís fomentáis violada miles desconocidos fornidos varones subsaharianos chuleando patria pagaréis	1	0	1
21674	seguimos llamando ladrones chinos miserables árabes ahora peor xenofobicos vienen países cargado ganado rechazo si menos usara término xenofobia correctamente siquiera	1	0	1
21675	modela camina puta divina	1	1	1
21676	creo mayoría veces enseñar padres carecen lleva genes nadie enseñó	0	0	0
21677	si tan perra comes tela	1	1	1
21678	lazis catalufos acosan juez llarena haciendo gala democracia corre venas mientras merma saliva imaginando régimen chekista anhelado	0	0	0
21679	inmigrantes hospitales pensión completa españoles durmiendo coche ramiro grau morancho vía	1	0	1
21680	imbecerril kenyi metio seco arena mereces pues imbecil mrd tarado ignoto fujirrata hijo puta	0	0	0
21681	si mejor puta madre q sera peor	0	0	0
21682	supongo mereces polla zorra viciosa	1	1	1
21683	hermosa clase danzas árabes adolescentes adultas lunes jueves 0hs esperamos — at escuela danzas soraya malvinas argentinas	0	0	0
21684	güero nunca sabrás hablar contigo flipar colores	0	0	0
21685	k pesao hostia puta ves hora k esssss callateeee laputa bocaaaaa	0	0	0
21686	amo güero	0	0	0
21687	callate después andas abrazando puta loca jajaja	1	1	1
21688	igual quedo trabajo zorra encargada pensaba iba quedar callada hoy aguantado caliente hija puta salido llorando trabajo	1	1	1
21689	bueno vives lejos ganas pegarte cara marik	0	0	0
21690	sánchez aprobado ley violencia género previsiones apuntan crecimiento 0 0 anuncia creación mando único inmigración inversión crecido 0 mejoraremos pensiones jubilados viudedad	0	0	0
21691	dolor perder amas menos si piensas hijo puta merecía amor	0	0	0
21692	si escucha gemidos obcenos seguro si así mejor cállate puta	1	1	1
21693	caen verga dictaduras sudacas oprimen juventud idealista lugar darles guerra narcotrafico delincuencia organizada común	0	0	0
21694	señor buenista inmigración solo necesaria cubrir producción retorno término contrato punto	0	0	0
21695	árabes judíos judíos árabes one love	0	0	0
21696	perdón hicimos bandera logotipo equipo refugio campo refugiados ubicación evacuación residentes ubicación terremoto lombok indonesia cc	0	0	0
21697	hahahahahahahaa olerlo pone to siega tia sabes viernes da normales zorra	1	1	1
21698	molesta diga tías valen puta mierda enseñar cuerpo	0	0	0
21699	cállate mejor hijo puta madre cinico si enfrente pondría madre dejarnos país así pinche ratero vividor pueblo mexicano existe karma espero pronto hecho	0	0	0
21700	ver si enteras árabe cultura marroquí importa menos mismo mierda aprende ratos libres plazca deja niños paz #sanchezdimision #sanchezveteya	1	0	1
21701	pinche bastardo ojalá dia tope enseñarle ser hijo puta madre	0	0	0
21702	suecia abriendo ojos partido antiinmigración ganaría elecciones generales próximo mes septiembre cada vez países dan cuenta errror acoger miles indocumentados aporten	1	0	0
21703	cállate abril voy pegar tas re perra	1	1	1
21704	jajajajaj callate zorra asquerosa	1	1	1
21706	callate puta essstaaaa espera	1	1	1
21707	"efecto llamada existe llamada verdad telefónica inmigrante indocumentado comparte cuartucho diez madrid corre policía poner salvo imitaciones baratas bolsos moda … 0 0 0
0 pa’ pegarte cara marica 0 0 0
0 pedazo hijo remil puta mira provocaron ´policía operando reservado mal parido violencia generaron 0 0 0
0 conchudo sangre cara escoria avanzamos personas suman 0 0 0
0 necesito salir boliche bailar arabe ecko 0 0 0
0 llevado decirle cállate puta boca feminista mierda 0 0 0
0 cardi b ve novia súper perra fan 0 0 0
0 callate yegua maldita perra ahre 0 0 0
0 cállate vos puta mierda 0 0 0
0 amigos verdad pueden reír mismo tiempo faltan respeto cállate puta boca agradecido mejor especialmente 0 0 0
0 cállate agregame amigo zorra x0 0 0 0
0 dice sudaca ésta américa civilización llegase colón"	1	1	0
21719	comemela — aqui aqui aqui viva aqui aqui	0	0	0
21720	si perra valora botala mereces alguien mejor	1	1	1
21721	invasión africana salvamento marítimo cooperador necesario oneges cuento viven nadie denuncia van inmigrantes aguas marroquíes vaya futuro españa	1	0	0
21722	egipcios construyeron pirámides alemanes vivían cuevas árabes dominaban mundo edad media musulmanes expertos álgebra príncipes alemanes sabían escribir nombre raza importa #thecentury	0	0	0
21723	gelukkig ook nog goed nieuws vandaag voor millón inmigrantes mayoría subsaharianos dirigen hacia marruecos entrar españa	0	0	0
21724	joven #indocumentado diseñó aplicación ayudar #inmigrantes	0	0	0
21725	vos mereces vivir puta regalada paponuda	1	1	1
21726	0 venezolanos sorprendidos robando estan casa paz nocturna calidonia papeles migratorios estan inspectores migracion momentos 0 ladrones venezolanos momento estan casa paz nocturna calidonia	1	0	1
21728	0 d cesantía consecuencias d importar 0 millon d inmigrantes cesants competir 0 0 chilenos cesants desempleo explica principalmente aumento fuerza laboral aumento fuerza laboral aumento inmigrantes cesants	1	0	1
21729	inmigrantes llegan asesinos cierto islam 0 seguidores toleran homosexualidad mujeres perfuman unas putas mujer mismos derechos radicales demás	1	0	1
21730	definitivamente perra	1	1	1
21731	siguieron montón árabes juntos siento invadido jajaja pasó	1	0	1
21732	contigo pendejo gran obrador deba debatir corrupto sistema hijo puta madre	0	0	0
21733	país llegan solamente migrantes tradicionales fachada noroccidental africana ahora proceden toda áfrica asia plataforma europea ideal refugiados inmigrantes cualquier parte mundo	1	0	0
21734	hijo puta vives lado si quieres ver vienes puta casa dejate mariconadas	0	0	0
21735	buenos días chicas feliz semana protegerse calor inmigrantes va peor hoy oído radio problemas centros menores ceuta melilla andalucía bilbao inconcebible	1	0	1
21736	web islamica anima moromierdas venir españa vivir ayudas públicas consigue ⁦ ⁩ efecto llamada	1	0	1
21737	uy malo muro berlin comunismo siempre haciendo oye abran valla ceuta cuela to dios	0	0	0
21738	julia vos tambien sos hermosa puta madre callate	0	0	0
21739	dices otaku viste anime 0 capitulos hola — cállate puta madre	0	0	0
21740	datos muestran departamentos norte santander guajira reciben migrantes venezolanos vulnerables violencia reclutamiento grupos armados ilegales detalles informe #ovcs	0	0	0
21741	zapatero hijo puta incluía canarias mapa si perteneciera marruecos habla amigo mohamed vi rey moromierdas ultimar visita oficial traidor okupa monclovita ⁦ ⁩ morilandia	1	1	1
21742	mujer puta ama cosas	0	0	0
21743	cogerse amigo vieja comprobar si gay pinches mayates quieran justificar #tipicodecelosos	1	1	1
21744	atención inteligencia norteamericana advierte invasión inminente 0 0 subsaharianos #defiendeespaña elecciones #españa #eleccionesgeneralesya	1	0	0
21745	acabo enseñar polla orgulloso ello salto 0 últimas horas estoymsolo casa viene	0	0	0
21746	#macriconfantino deja hablar fantino puta vez callateeeee hace pregunta mas corta respuestas interrumpas soporto veo presidente mas	0	0	0
21747	si lucha machismo consiste desnuden constantemente hombres suerte sigan luchando #tetasfree	1	0	0
21748	gracias pues comemela	0	0	0
21749	vamos mal peor gobierno aprueba enseñe árabe cultura marroquí em colegios públicos controlando gobierno marroquí contenidos puede consentir sahara libre	1	0	1
21750	nación árabe islámico protestando cree primer único nación judío ejemplo racistas intolerantes musulmanes adoran ue dandoles casas pagas inmigrantes	1	0	1
21751	pinches cursis mujer amada acaba tacos árabes sacrifica amor termina remedio	0	0	0
21752	unmnmnn imagino q así ó puta	1	1	1
21753	gostei um vídeo vocales arabe sokun tanuin	0	0	0
21754	under pasaron pene cara sudaca traer gran papacho	1	0	1
21755	peña llamando zorra hyuna hacer mv moviendo culo enseñando canalillo menos mal coreanos machistas	1	1	0
21756	cinico mereces caiga rayo mueras rabiblanco hijo puta perra madre parió	0	0	0
21757	periodo electoral pesar mujeres derecho voto hagámoslo mejor podamos #hombres #votojusto	1	0	0
21758	bien puta #camilavallejo	1	1	1
21759	mmm cuidarte follarte ganas llenar coño harto semen	0	0	0
21760	militares ayer demostraron públicamente dado golpe indocumentado ñemeo revolución castro castró imagen estampida capados vale millón palabras militares corruptos perdieron valor personal	0	0	0
21761	detende crímenes arabia saudita emiratos árabes unidos yemen crímenes guerra genocidio simple llanamente	0	0	0
21762	malditos inmigrantes solo vienen robar dijo inmigrante indignado	1	0	1
21763	cállate zorra bien merecía	1	1	1
21764	cambiado historia mary merecía morir puta madre	0	0	0
21765	ojalá haber grabado todas señoras mirado mal bus hecho pasar momentos incómodos señora camino vino diciendo voz alta sudacas consiguen quieren españa cambio sexo claramente refiriéndose	1	0	0
21766	callate vos llego talones puta	1	1	1
21767	amigo veía muñecas mafia terminó dijo we ahora entiendo lucrecia perra mayor experiencia quisieron ser cómo fracasaron juró hizo noche	0	0	0
21768	últimas 0h varias peleas callejeras ceuta parte últimos saltar violentamente valla gobierno pide respeto	1	0	0
21770	refugiados dañan economía país receptor términos macroeconómicos según estudio	0	0	0
21772	forzando puta puerta diciendo nono mio mio nono voy enseñar mio asi puta cara verdad necesidad tendra señora coger puto movil visto ostia roba tienda robes moviles jovenes culpa	0	0	0
21773	rezo fin semana increíble lleno bendiciones #abogado #immigration #immigrants #inmigrantes #inmigracion #inmigración #jorgerivera #abogadodeinmigracion #casosdeinmigración #indocumentados #daca #t…	0	0	0
21774	puta idea claro	0	0	0
21775	sr gustavo vizcaino olvide d vzlanos indocumentados exterior pq sistema dejó optar prórroga necesitamos pasaportes sabemos desastre q dejó dugarte denos prioridad	0	0	0
21776	puta jaque mate	1	1	1
21777	bailes sexis primo van mierda empieza cantar novia puta pingo ahoga vos decis sos toga	1	1	1
21779	#ghdirecto hostia puta mala madre sido sabia ser madre sentada callada poder cantar bailar pasarlo bien dios exo hijos ahora delincuentes asesinos	0	0	0
21780	#loterianavidad si toca puta mierda salud demás tonterías	0	0	0
21781	hace mujer llega bah quién coño importa si mujer	1	0	0
21782	pablo casado acusa inmigrantes altas temperaturas negro atrae calor	1	0	0
21783	dende marrocos poeta crítico cine activista mohamed abid acompañaranos neste v poemagosto 0 achegar beleza da poesía lingua árabe vídeo gravado hai uns días …	0	0	0
21784	mientan cara mientras sabes verdad polla jajajajajajajajaj	0	0	0
21785	tan feliz mamá echo empanadas árabes amo resulta puesto chile habanero trajo mexico tan cruel amor	0	0	0
21786	empezo notar amiga habia hacerlo saber jajajajajaja callate zorra	1	1	1
21787	llaman refugiados llegan españa dice refugiados van vacaciones país dice huyeron refugiados usando dinero público españa irse vacaciones🤑🤑	1	0	1
21789	ser inmigrante trump experiencia docente argentina vía	0	0	0
21790	todavía piensan mujer perra habla sexo dejaron atrás estúpido pensamiento	0	0	0
21791	chamo demasiado lindo lado londres frente sugar daddy árabe necesito it s just 0 hours you can make it	0	0	0
21792	perra sinverguenza parte mafia fujimorista	0	0	0
21793	cámaras seguridad metro milán grabado cómo joven 0 años logra defenderse nigeriano 0 años quiso violarla afortunadamente joven supo reaccionar tiempo lógico matteo salvini quiera expulsar inmigrantes ilegales	1	0	0
21794	después cómo limpia coño falda peazo guarra	1	1	1
21795	cállate puta	1	1	1
21796	cállate hija puta	1	1	1
21797	jajajajaja cállate perra alguito nomas	1	1	1
21798	mera cabron callate puta boca encojono	0	0	0
21799	arabe flojo	1	0	0
21800	puedo creer verdad entiendo coño pasa mundo	0	0	0
21801	segundo dia quierooo comer empanadas árabes sss puta mierdaaaa	1	0	1
21802	escrito árabe trending topic pensábamos iba atacar isis x dios	1	0	1
21803	#lasmalcriadas vas decir solo cliente puta ah boquita laura	0	0	0
21804	cagado mujer perra perra perra	1	0	0
21805	siempre weras güeras	0	0	0
21806	si alguna vez trate princesa perdoname merecías sos puta	1	1	1
21807	empoderamiento miles mujeres prohíben mostrar cuerpo acá pase ejemplo países arabes casos celos extremos cuales pareja hombre obliga taparse mujer cualquier caso criticadas mostrarse	0	0	0
21808	jajajaja buena hablo serio xq coño dl tema	0	0	0
21809	suriel hace años venezuela vivimos mismo entrada incontrolable indocumentados paises vecinos llevo tipo personas país metan presos deporten extremar medidas tipo gente	1	0	0
21810	nunca pensé capitulo dr house iba hacer llorar amber perra merecías	1	1	1
21811	puta asquerosa cállate sino gusta andate pais	1	1	1
21813	cállate vo si eri perra	1	1	1
21814	veridico calle rica amor pasa imbécil nuevo zorra malparida #resentidos	1	1	1
21815	benzema va nacer embrión garganta chuparle polla zidane	0	0	0
21816	puta	1	1	1
21817	invasion #moromierdas así pararon vecinos #motril cie 0 inmigrantes prefieren tenerlos sueltos pululando pueblo hacer ocupando ensuciando plazas parques insultando sexualmente mujeres	1	0	1
21818	dicen hijo va nacer ojos güeros #nosemamen	0	0	0
21819	favor prometas perra diva	1	1	0
21820	#u0wwc bien hecho chicas gracias patearles trasero sudacas 0 0 #sub0fem	1	0	1
21821	perra gorda si noemí toto tonterías razón #otdirecto0d	0	0	0
21822	cis racista transfoba va explicar transfobia racista hablando simios negratas ordenada claro si 0 mañana aguantando terfs	1	1	0
21823	hy man0 hombres árabes desnudos erectos excitarán via	0	0	0
21825	mega arabe pilodj vía	0	0	0
21827	ves llorando x amor dos dias k sufrido x años callada puta sonriendo ai ve madurez	1	1	1
21828	segui comiendo chipa revocando paredes negro indocumentado ojala rompas cruzados	1	1	1
21829	vaaaaamos puta madre vamos argentina van poder enseñaron camino cuidar demás importa buen viernes carajo ánimo	0	0	0
21830	felices 0 mas puta espero estes pasando re lindo re mereces amo monnnnton	1	1	1
21831	chica diamons dice ay si tenes cintura re chiquita hija puta ves gorda t voy comprar igual cállate	1	1	1
21833	callate puta	1	1	1
21834	ser humano mas malo tierra guarra cerda sucia	1	1	1
21835	si verdad dejaste asi perra porquería persona mereces peor pana das asco	0	0	0
21836	hdp mala guarra odiable ser mas vil sinvergüenza desgraciada drogadicta mierda belenestebanm	1	1	1
21837	cuento horas ver mamá güero	0	0	0
21838	tantos tan maleducados ahora inmigrantes latinos rumanos africanos árabes chinos	1	0	1
